Match_ID,Innings,Batting_Team,Bowling_Team,Venue,Match_Format,Batsman_Name,Bowler_Name,Runs_Scored,Balls_Faced,Fours,Sixes,Total_Boundaries,Strike_Rate_Calc,Wickets_Taken,Overs_Numeric,Economy_Rate,Dismissal_Type,Player_Role,Match_Date_Clean,Match_Month,Match_Year
70574,1,England,Bangladesh,Delhi,ODI,Babar,Malinga,61,101,23,13,170,60.4,2,5.912401873,0.17,Caught,Batsman,2020-01-01,2020-01,2020
90289,1,Afghanistan,Afghanistan,,ODI,Faf,Afridi,-6,140,20,12,152,-4.29,3,5.912401873,-0.34,Not Out,,2021-05-10,2021-05,2021
77272,1,Bangladesh,Australia,Auckland,Test,Russell,Malinga,65,38,1,8,52,171.05,5,,,Run Out,Bowler,,,
64534,1,South Africa,India,Delhi,T20,Babar,Shami,154,27,8,6,68,570.37,2,,,Not Out,All-Rounder,,,
96002,2,Australia,Afghanistan,Chennai,Test,Root,Southee,62,70,15,13,138,88.57,2,,,Unknown,All-Rounder,2020-01-01,2020-01,2020
44597,2,Afghanistan,Pakistan,Delhi,ODI,Root,Shami,158,84,21,4,108,188.1,4,,,Caught,All-Rounder,,,
69774,2,West Indies,India,Melbourne,Test,Russell,Southee,81,41,3,0,12,197.56,0,,,Hit Wicket,All-Rounder,,,
59024,1,India,South Africa,London,T20,Root,Joseph,114,117,20,2,92,97.44,6,,,Unknown,Batsman,2020-01-01,2020-01,2020
99080,2,New Zealand,Bangladesh,Mumbai,Test,Nabi,Rashid,29,24,9,1,42,120.83,2,,,Run Out,All-Rounder,2021-05-10,2021-05,2021
70807,2,South Africa,Bangladesh,Johannesburg,ODI,Kohli,Afridi,47,78,7,3,46,60.26,3,5.912401873,16.74,Caught,Bowler,2020-01-01,2020-01,2020
64021,2,England,West Indies,Auckland,T20,Babar,Starc,-9,35,18,8,120,-25.71,4,,,LBW,Bowler,,,
66142,2,India,South Africa,Melbourne,ODI,Kohli,Joseph,167,108,18,5,102,154.63,1,,,Bowled,Batsman,,,
82690,1,India,Bangladesh,Kolkata,T20,Kohli,Shami,75,53,22,14,172,141.51,3,,,Unknown,,2020-01-01,2020-01,2020
41251,1,South Africa,Afghanistan,Delhi,ODI,Rohit,Rabada,116,19,0,8,48,610.53,-1,,,Stumped,All-Rounder,2020-01-01,2020-01,2020
79712,1,Sri Lanka,South Africa,London,ODI,Russell,Rabada,100,64,24,12,168,156.25,-1,,,Not Out,All-Rounder,2020-01-01,2020-01,2020
12655,1,Bangladesh,Sri Lanka,Auckland,T20,Russell,Afridi,106,84,24,1,102,126.19,5,5.912401873,8.8,Hit Wicket,Bowler,,,
76746,1,England,Bangladesh,Melbourne,Test,Russell,Malinga,37,76,1,1,10,48.68,-1,,,Unknown,All-Rounder,2020-01-01,2020-01,2020
17334,2,Sri Lanka,Bangladesh,Auckland,T20,Rohit,Rabada,141,64,3,1,18,220.31,4,5.912401873,2.03,Hit Wicket,,,,
23275,2,Bangladesh,Australia,Johannesburg,ODI,Smith,Starc,80,128,8,14,116,62.5,3,,,Unknown,Bowler,,,
83353,2,England,India,Sydney,T20,Nabi,Afridi,22,42,3,3,30,52.38,6,,,Hit Wicket,,2020-01-01,2020-01,2020
66036,1,Afghanistan,Bangladesh,Sydney,T20,Smith,Starc,159,59,7,12,100,269.49,3,,,Stumped,,2020-01-01,2020-01,2020
41905,1,Bangladesh,West Indies,,Test,Root,Shami,143,85,12,9,102,168.24,2,5.912401873,11.67,Hit Wicket,Batsman,,,
62940,2,South Africa,Sri Lanka,Auckland,ODI,Rohit,Bumrah,5,51,2,14,92,9.8,2,5.912401873,2.37,LBW,,2021-05-10,2021-05,2021
18778,1,South Africa,Bangladesh,Auckland,T20,Kohli,Joseph,10,44,19,12,148,22.73,6,,,Stumped,,,,
62061,2,Bangladesh,West Indies,Sydney,Test,Williamson,Rashid,119,145,16,2,76,82.07,3,5.912401873,11.16,LBW,Bowler,,,
98027,2,New Zealand,Afghanistan,London,Test,Russell,Malinga,176,140,19,9,130,125.71,1,5.912401873,10.49,Bowled,,,,
75750,1,New Zealand,Afghanistan,Melbourne,ODI,Nabi,Shami,125,13,21,5,114,961.54,5,5.912401873,13.7,Stumped,Batsman,2020-01-01,2020-01,2020
75212,1,New Zealand,Afghanistan,Delhi,ODI,Warner,Malinga,124,128,9,14,120,96.88,5,,,Run Out,Batsman,2020-01-01,2020-01,2020
45130,2,Afghanistan,Pakistan,Johannesburg,Test,Root,Afridi,138,20,10,11,106,690,0,,,Stumped,All-Rounder,,,
99965,1,India,England,Mumbai,ODI,Kohli,Shami,135,149,10,7,82,90.6,2,5.912401873,10.15,Caught,All-Rounder,,,
83482,2,India,Pakistan,Mumbai,ODI,Babar,Joseph,-10,61,22,3,106,-16.39,2,5.912401873,16.74,Unknown,Bowler,2020-01-01,2020-01,2020
42268,2,England,Afghanistan,Sydney,ODI,Babar,Shami,-3,110,5,5,50,-2.73,3,5.912401873,15.05,Stumped,Batsman,,,
84045,2,Australia,England,Kolkata,Test,Rohit,Afridi,81,19,19,10,136,426.32,5,,,Not Out,All-Rounder,2020-01-01,2020-01,2020
63211,1,West Indies,Australia,Kolkata,T20,Babar,Shami,91,32,14,6,92,284.38,1,,,Hit Wicket,All-Rounder,,,
33409,2,Australia,India,Auckland,T20,Babar,Joseph,119,5,15,2,72,2380,2,5.912401873,10.99,Caught,All-Rounder,,,
26454,2,Pakistan,Pakistan,Sydney,ODI,Warner,Southee,11,123,7,11,94,8.94,-1,,,Run Out,,,,
95232,2,Sri Lanka,South Africa,Melbourne,Test,Root,Rabada,9,12,22,8,136,75,5,5.912401873,2.71,Caught,Bowler,2020-01-01,2020-01,2020
62586,1,Afghanistan,Bangladesh,Kolkata,ODI,Kohli,Southee,152,41,14,11,122,370.73,4,,,Run Out,All-Rounder,,,
92965,2,Sri Lanka,Sri Lanka,London,T20,Williamson,Southee,177,139,16,12,136,127.34,6,,,Unknown,All-Rounder,2020-01-01,2020-01,2020
10653,1,New Zealand,New Zealand,Sydney,Test,Babar,Malinga,20,20,0,13,78,100,-1,,,Bowled,,,,
60949,1,South Africa,New Zealand,London,T20,Warner,Malinga,158,133,10,3,58,118.8,6,,,Stumped,Bowler,,,
30717,1,New Zealand,South Africa,Delhi,T20,Smith,Woakes,61,96,24,11,162,63.54,2,5.912401873,12.52,Hit Wicket,Bowler,2020-01-01,2020-01,2020
83246,2,England,Pakistan,Delhi,T20,Root,Joseph,13,5,24,7,138,260,3,5.912401873,10.15,Caught,,,,
13964,2,Sri Lanka,Bangladesh,Sydney,Test,Rohit,Rabada,4,105,24,2,108,3.81,3,,,Bowled,All-Rounder,2021-05-10,2021-05,2021
39746,1,New Zealand,Bangladesh,London,Test,Faf,Afridi,90,102,7,2,40,88.24,4,,,Bowled,Bowler,,,
97426,2,Pakistan,Afghanistan,Delhi,T20,Smith,Rashid,155,144,14,7,98,107.64,3,,,Not Out,Batsman,2020-01-01,2020-01,2020
38560,2,Australia,England,Melbourne,Test,Faf,Rashid,105,59,8,8,80,177.97,1,,,Caught,Bowler,,,
78627,2,India,Bangladesh,London,ODI,Rohit,Starc,88,1,0,2,12,8800,-1,5.912401873,16.41,Stumped,All-Rounder,,,
77385,2,West Indies,South Africa,Kolkata,Test,Williamson,Rashid,27,41,12,3,66,65.85,0,5.912401873,11.33,LBW,Batsman,2021-05-10,2021-05,2021
89601,1,Bangladesh,India,Melbourne,Test,Warner,Woakes,109,14,17,8,116,778.57,2,5.912401873,8.12,Bowled,,,,
50409,2,Pakistan,Bangladesh,Auckland,T20,Russell,Starc,105,73,24,4,120,143.84,1,,,Hit Wicket,Bowler,,,
70913,2,Afghanistan,Sri Lanka,London,ODI,Rohit,Rashid,-6,59,19,0,76,-10.17,1,,,Bowled,,2021-05-10,2021-05,2021
70532,1,India,Sri Lanka,Sydney,ODI,Rohit,Southee,-9,126,20,10,140,-7.14,3,,,Caught,All-Rounder,2020-01-01,2020-01,2020
55722,1,Pakistan,South Africa,Delhi,Test,Kohli,Southee,-9,52,16,8,112,-17.31,4,5.912401873,11.33,Run Out,Batsman,2020-01-01,2020-01,2020
48412,1,South Africa,South Africa,,ODI,Faf,Joseph,155,39,10,3,58,397.44,2,,,Run Out,All-Rounder,,,
54519,2,India,Sri Lanka,,Test,Babar,Southee,26,81,1,0,4,32.1,1,5.912401873,8.8,LBW,,,,
43284,1,West Indies,West Indies,,T20,Rohit,Starc,127,107,1,8,52,118.69,-1,,,LBW,,2020-01-01,2020-01,2020
55712,2,Sri Lanka,Afghanistan,Delhi,ODI,Smith,Southee,61,62,4,1,22,98.39,6,,,Hit Wicket,,2021-05-10,2021-05,2021
67231,2,Sri Lanka,India,Kolkata,ODI,Warner,Bumrah,63,62,4,8,64,101.61,0,,,Stumped,Bowler,,,
65643,1,India,Bangladesh,Mumbai,ODI,Russell,Rabada,88,103,8,8,80,85.44,2,5.912401873,8.8,LBW,,,,
32417,1,West Indies,Afghanistan,,ODI,Russell,Malinga,141,9,11,7,86,1566.67,6,5.912401873,6.26,Not Out,Batsman,,,
72462,1,Afghanistan,West Indies,Melbourne,ODI,Rohit,Rabada,13,105,20,12,152,12.38,1,5.912401873,13.36,Run Out,Batsman,2021-05-10,2021-05,2021
16783,2,Bangladesh,Sri Lanka,Chennai,T20,Root,Afridi,84,66,23,1,98,127.27,1,5.912401873,11.67,Run Out,Batsman,,,
16365,1,New Zealand,Australia,Melbourne,Test,Warner,Southee,-7,88,23,4,116,-7.95,-1,,,Stumped,,,,
46575,1,Pakistan,South Africa,Sydney,Test,Nabi,Rabada,29,53,2,9,62,54.72,5,5.912401873,15.39,Caught,,2021-05-10,2021-05,2021
17762,2,New Zealand,Pakistan,Mumbai,T20,Russell,Southee,131,72,18,13,150,181.94,2,5.912401873,-1.01,Bowled,Batsman,2020-01-01,2020-01,2020
50764,1,Pakistan,Sri Lanka,,T20,Nabi,Southee,89,134,2,8,56,66.42,1,5.912401873,7.78,Caught,,,,
34238,1,Australia,England,Sydney,T20,Root,Joseph,15,117,20,11,146,12.82,6,,,Stumped,Bowler,,,
74839,1,West Indies,Bangladesh,Auckland,Test,Williamson,Rashid,129,21,0,4,24,614.29,5,,,Caught,,,,
88403,1,Afghanistan,South Africa,Chennai,T20,Russell,Starc,105,120,9,2,48,87.5,5,,,Not Out,Bowler,2020-01-01,2020-01,2020
12967,1,Australia,New Zealand,Sydney,ODI,Russell,Joseph,105,143,14,7,98,73.43,0,5.912401873,4.9,Not Out,Batsman,,,
89856,1,Sri Lanka,Pakistan,London,Test,Williamson,Afridi,16,42,23,13,170,38.1,0,,,Run Out,,2020-01-01,2020-01,2020
73287,2,England,Sri Lanka,London,T20,Faf,Rashid,123,149,4,2,28,82.55,0,5.912401873,11.5,Hit Wicket,,2020-01-01,2020-01,2020
79625,1,Pakistan,West Indies,London,ODI,Rohit,Woakes,16,90,3,1,18,17.78,4,,,Hit Wicket,Bowler,2021-05-10,2021-05,2021
22792,2,England,Pakistan,Chennai,Test,Russell,Malinga,3,13,10,1,46,23.08,5,5.912401873,16.07,Not Out,Bowler,,,
47246,1,England,New Zealand,London,ODI,Rohit,Bumrah,97,48,9,10,96,202.08,2,,,Unknown,Bowler,,,
67162,1,New Zealand,New Zealand,London,T20,Smith,Joseph,11,142,2,11,74,7.75,0,,,Stumped,Bowler,2021-05-10,2021-05,2021
63579,1,New Zealand,India,Sydney,T20,Smith,Woakes,166,99,0,0,0,167.68,3,,,Stumped,,2021-05-10,2021-05,2021
43606,1,Australia,West Indies,Melbourne,ODI,Rohit,Southee,9,67,8,6,68,13.43,4,5.912401873,10.66,LBW,Bowler,,,
16722,1,India,Australia,Mumbai,T20,Warner,Rabada,120,20,8,14,116,600,0,,,Caught,Bowler,2020-01-01,2020-01,2020
97263,2,New Zealand,Afghanistan,Mumbai,ODI,Williamson,Shami,117,126,1,5,34,92.86,5,,,Run Out,Bowler,,,
96785,1,India,India,Chennai,T20,Warner,Shami,69,18,20,12,152,383.33,2,,,Hit Wicket,All-Rounder,2021-05-10,2021-05,2021
35872,1,New Zealand,South Africa,,Test,Rohit,Joseph,166,145,17,3,86,114.48,4,5.912401873,-1.35,Bowled,Batsman,,,
49593,1,Afghanistan,Australia,Kolkata,T20,Williamson,Starc,85,126,7,13,106,67.46,-1,5.912401873,7.95,Run Out,Batsman,2021-05-10,2021-05,2021
41545,1,New Zealand,Afghanistan,Mumbai,Test,Faf,Starc,14,106,10,4,64,13.21,3,,,Hit Wicket,All-Rounder,2021-05-10,2021-05,2021
59276,1,India,South Africa,London,Test,Smith,Woakes,16,133,0,5,30,12.03,1,,,Hit Wicket,All-Rounder,2020-01-01,2020-01,2020
38972,1,South Africa,India,Sydney,ODI,Smith,Afridi,119,71,8,12,104,167.61,0,5.912401873,-1.01,Bowled,All-Rounder,2020-01-01,2020-01,2020
83805,1,Pakistan,Sri Lanka,Auckland,T20,Russell,Afridi,11,147,20,0,80,7.48,5,,,Not Out,,2021-05-10,2021-05,2021
20544,2,New Zealand,Pakistan,Mumbai,ODI,Russell,Rashid,55,3,22,0,88,1833.33,-1,,,Hit Wicket,Batsman,,,
52089,1,Bangladesh,Bangladesh,London,T20,Rohit,Woakes,37,96,2,4,32,38.54,6,,,LBW,All-Rounder,,,
74144,2,India,Bangladesh,Chennai,Test,Kohli,Malinga,170,16,5,6,56,1062.5,6,,,Caught,All-Rounder,2021-05-10,2021-05,2021
45180,1,Australia,Sri Lanka,Delhi,T20,Rohit,Southee,108,117,8,0,32,92.31,4,,,Run Out,Bowler,2020-01-01,2020-01,2020
35059,2,Australia,India,Auckland,ODI,Nabi,Southee,118,52,14,0,56,226.92,3,5.912401873,12.35,Bowled,All-Rounder,,,
59603,1,West Indies,England,Chennai,ODI,Babar,Joseph,171,101,24,11,162,169.31,1,,,Not Out,,2021-05-10,2021-05,2021
13101,2,New Zealand,New Zealand,Kolkata,Test,Russell,Southee,28,84,16,4,88,33.33,6,,,LBW,Bowler,,,
85315,2,Afghanistan,New Zealand,Kolkata,Test,Root,Afridi,-1,114,15,7,102,-0.88,1,,,Run Out,Bowler,2020-01-01,2020-01,2020
52153,2,West Indies,New Zealand,Sydney,ODI,Faf,Starc,1,123,1,10,64,0.81,4,,,Bowled,All-Rounder,2020-01-01,2020-01,2020
15786,1,Pakistan,Australia,Kolkata,Test,Root,Malinga,154,10,9,3,54,1540,5,,,Caught,,2020-01-01,2020-01,2020
77934,1,West Indies,Bangladesh,Delhi,Test,Russell,Afridi,35,107,20,0,80,32.71,0,,,Hit Wicket,Bowler,,,
69084,2,West Indies,England,Melbourne,ODI,Root,Shami,6,128,20,2,92,4.69,1,,,Hit Wicket,Batsman,,,
39642,2,India,South Africa,Delhi,ODI,Smith,Rashid,120,107,7,3,46,112.15,0,,,Bowled,Bowler,2021-05-10,2021-05,2021
50052,2,West Indies,West Indies,Chennai,ODI,Kohli,Shami,74,22,4,3,34,336.36,0,,,Unknown,All-Rounder,,,
28378,1,South Africa,Sri Lanka,Auckland,ODI,Root,Bumrah,65,130,10,5,70,50,3,,,Run Out,Bowler,2020-01-01,2020-01,2020
43401,1,Afghanistan,West Indies,London,ODI,Russell,Bumrah,176,81,11,8,92,217.28,-1,,,Not Out,Bowler,,,
19951,1,Afghanistan,Pakistan,Auckland,Test,Babar,Rashid,144,11,11,14,128,1309.09,6,,,Run Out,Bowler,2020-01-01,2020-01,2020
25287,2,Sri Lanka,India,Sydney,T20,Williamson,Woakes,4,124,5,12,92,3.23,3,5.912401873,15.56,Stumped,All-Rounder,,,
86908,2,South Africa,Afghanistan,Auckland,T20,Faf,Afridi,162,69,0,1,6,234.78,3,,,Bowled,All-Rounder,2021-05-10,2021-05,2021
46339,2,Australia,England,Auckland,T20,Williamson,Rashid,30,146,5,14,104,20.55,2,,,Run Out,Bowler,2020-01-01,2020-01,2020
58241,2,South Africa,South Africa,Chennai,Test,Williamson,Joseph,122,86,19,9,130,141.86,6,,,Run Out,All-Rounder,,,
61546,2,India,Afghanistan,London,ODI,Russell,Southee,151,7,9,10,96,2157.14,2,,,Not Out,,2021-05-10,2021-05,2021
37494,2,India,India,Johannesburg,Test,Warner,Joseph,87,3,9,1,42,2900,4,,,LBW,Bowler,,,
42573,2,Australia,Sri Lanka,Chennai,ODI,Smith,Bumrah,74,5,0,14,84,1480,0,5.912401873,9.47,Caught,Bowler,,,
17361,1,Pakistan,India,,Test,Warner,Rabada,130,119,13,13,130,109.24,-1,5.912401873,15.56,Run Out,Bowler,2021-05-10,2021-05,2021
40215,2,Afghanistan,Bangladesh,Chennai,Test,Kohli,Bumrah,78,56,3,4,36,139.29,1,,,Unknown,Batsman,2020-01-01,2020-01,2020
77114,1,West Indies,Sri Lanka,Kolkata,Test,Root,Starc,3,26,15,4,84,11.54,-1,,,Unknown,,2020-01-01,2020-01,2020
33664,2,New Zealand,Australia,London,T20,Babar,Starc,50,61,13,2,64,81.97,6,,,Hit Wicket,All-Rounder,2021-05-10,2021-05,2021
84067,2,West Indies,Sri Lanka,Johannesburg,Test,Root,Shami,120,57,9,8,84,210.53,4,,,Run Out,Bowler,2021-05-10,2021-05,2021
66324,2,South Africa,New Zealand,Mumbai,Test,Faf,Joseph,120,20,0,5,30,600,1,,,Hit Wicket,Batsman,2021-05-10,2021-05,2021
53447,2,West Indies,Sri Lanka,Chennai,Test,Russell,Woakes,34,136,7,8,76,25,4,,,Bowled,,,,
46327,1,India,India,,Test,Root,Afridi,7,3,8,10,92,233.33,6,5.912401873,15.73,Bowled,Batsman,2021-05-10,2021-05,2021
23260,1,India,Sri Lanka,Delhi,Test,Williamson,Rabada,149,57,12,6,84,261.4,5,,,Run Out,Batsman,2021-05-10,2021-05,2021
42365,2,New Zealand,West Indies,Mumbai,Test,Williamson,Malinga,89,28,5,1,26,317.86,6,,,Unknown,Batsman,,,
98429,2,Australia,Bangladesh,Johannesburg,ODI,Russell,Rashid,33,72,20,9,134,45.83,0,5.912401873,11.67,Unknown,All-Rounder,,,
14768,1,Sri Lanka,Sri Lanka,Johannesburg,Test,Warner,Malinga,82,77,8,10,92,106.49,-1,,,Stumped,,2020-01-01,2020-01,2020
94155,2,West Indies,Australia,Sydney,ODI,Faf,Malinga,92,36,20,14,164,255.56,3,,,Hit Wicket,Bowler,,,
21336,1,Sri Lanka,Sri Lanka,Sydney,ODI,Kohli,Afridi,26,121,20,11,146,21.49,4,,,Caught,Batsman,,,
67377,1,West Indies,Australia,Johannesburg,Test,Rohit,Southee,88,133,16,14,148,66.17,5,,,Bowled,Bowler,,,
15191,2,Pakistan,Pakistan,Auckland,Test,Kohli,Starc,16,66,6,10,84,24.24,2,,,Unknown,Bowler,,,
58695,2,Sri Lanka,India,Mumbai,T20,Kohli,Rashid,29,134,16,0,64,21.64,1,,,Hit Wicket,Batsman,2021-05-10,2021-05,2021
79195,1,Afghanistan,England,Melbourne,T20,Faf,Starc,141,46,18,7,114,306.52,6,5.912401873,10.66,Not Out,Batsman,2020-01-01,2020-01,2020
87155,1,India,South Africa,Melbourne,ODI,Kohli,Afridi,173,54,2,9,62,320.37,0,5.912401873,4.4,Not Out,Bowler,2020-01-01,2020-01,2020
16634,2,Afghanistan,New Zealand,,T20,Faf,Bumrah,153,89,17,3,86,171.91,0,,,Run Out,All-Rounder,,,
91603,2,New Zealand,England,Chennai,T20,Faf,Southee,123,10,21,6,120,1230,3,5.912401873,9.98,Run Out,,2020-01-01,2020-01,2020
51594,1,West Indies,England,Mumbai,T20,Russell,Rabada,6,146,9,3,54,4.11,0,,,Not Out,Batsman,2020-01-01,2020-01,2020
81227,1,New Zealand,Afghanistan,Mumbai,T20,Smith,Joseph,178,18,18,1,78,988.89,6,5.912401873,1.18,LBW,All-Rounder,,,
98641,1,Sri Lanka,New Zealand,Chennai,T20,Faf,Afridi,144,124,14,11,122,116.13,-1,,,Stumped,All-Rounder,,,
99960,2,Afghanistan,West Indies,Melbourne,T20,Nabi,Bumrah,33,113,22,6,124,29.2,4,,,Caught,,,,
36767,1,India,Australia,Kolkata,Test,Warner,Malinga,115,52,3,6,48,221.15,2,,,Bowled,,,,
37979,1,Pakistan,Australia,Johannesburg,T20,Nabi,Rabada,120,68,10,11,106,176.47,-1,,,Run Out,Batsman,,,
49001,1,Sri Lanka,Sri Lanka,London,ODI,Russell,Rashid,28,19,18,2,84,147.37,-1,5.912401873,6.26,Not Out,,,,
33577,2,New Zealand,Pakistan,Auckland,T20,Faf,Bumrah,152,8,18,2,84,1900,3,,,Run Out,Bowler,2020-01-01,2020-01,2020
27658,2,West Indies,India,Sydney,T20,Root,Joseph,72,113,19,12,148,63.72,3,5.912401873,0.51,Caught,Bowler,2020-01-01,2020-01,2020
90410,2,Pakistan,New Zealand,Kolkata,T20,Warner,Afridi,134,126,19,1,82,106.35,1,,,Hit Wicket,Batsman,2021-05-10,2021-05,2021
45380,2,England,West Indies,Auckland,T20,Williamson,Shami,-2,138,22,12,160,-1.45,5,,,Hit Wicket,Bowler,,,
62054,1,India,Afghanistan,Melbourne,ODI,Rohit,Bumrah,126,96,22,10,148,131.25,0,5.912401873,2.37,Bowled,Batsman,,,
15204,2,Bangladesh,New Zealand,Mumbai,Test,Root,Rabada,24,121,12,8,96,19.83,1,,,Run Out,Batsman,,,
52159,1,India,New Zealand,Sydney,ODI,Rohit,Starc,-2,42,7,2,40,-4.76,3,,,Run Out,Bowler,,,
22580,2,South Africa,Pakistan,Sydney,ODI,Russell,Bumrah,1,67,3,12,84,1.49,1,5.912401873,9.13,Not Out,Bowler,,,
65265,2,Australia,India,Kolkata,Test,Russell,Rabada,56,110,13,13,130,50.91,2,,,Caught,Bowler,2020-01-01,2020-01,2020
35644,1,New Zealand,Sri Lanka,Mumbai,ODI,Williamson,Rabada,90,87,0,14,84,103.45,-1,,,Hit Wicket,,,,
31122,1,Bangladesh,Pakistan,Mumbai,ODI,Faf,Woakes,174,64,14,3,74,271.88,3,,,Caught,Batsman,,,
69781,1,Pakistan,West Indies,Sydney,T20,Nabi,Rabada,160,57,18,1,78,280.7,0,,,LBW,,,,
97501,1,India,Pakistan,Chennai,Test,Williamson,Bumrah,139,82,16,6,100,169.51,3,,,Hit Wicket,,2020-01-01,2020-01,2020
62613,2,Sri Lanka,West Indies,Melbourne,Test,Root,Afridi,177,121,9,6,72,146.28,5,,,Stumped,All-Rounder,,,
16304,1,South Africa,India,Johannesburg,ODI,Smith,Afridi,147,143,15,0,60,102.8,3,,,LBW,All-Rounder,2020-01-01,2020-01,2020
64800,1,Australia,Afghanistan,Chennai,Test,Kohli,Rabada,20,149,23,2,104,13.42,6,5.912401873,16.58,Not Out,Bowler,,,
90889,1,New Zealand,Pakistan,Kolkata,Test,Russell,Afridi,69,101,12,8,96,68.32,-1,5.912401873,15.9,Hit Wicket,,,,
61128,2,New Zealand,Australia,,Test,Rohit,Bumrah,54,87,24,11,162,62.07,0,5.912401873,1.52,Stumped,All-Rounder,2021-05-10,2021-05,2021
96794,1,South Africa,New Zealand,Sydney,Test,Faf,Starc,62,22,17,0,68,281.82,1,,,Not Out,All-Rounder,2020-01-01,2020-01,2020
25994,2,New Zealand,West Indies,Kolkata,Test,Russell,Rashid,154,98,1,6,40,157.14,4,,,Unknown,Batsman,2021-05-10,2021-05,2021
99921,1,West Indies,Australia,Mumbai,T20,Root,Southee,-7,123,23,8,140,-5.69,4,5.912401873,14.21,Stumped,,,,
79854,2,West Indies,Australia,Kolkata,ODI,Rohit,Afridi,-1,130,5,7,62,-0.77,0,,,Bowled,Bowler,2021-05-10,2021-05,2021
38395,2,Sri Lanka,India,Auckland,Test,Smith,Southee,16,40,1,0,4,40,6,,,LBW,Batsman,,,
59064,2,England,West Indies,Auckland,ODI,Nabi,Rabada,100,118,13,4,76,84.75,1,5.912401873,8.8,Bowled,Batsman,2021-05-10,2021-05,2021
85899,2,West Indies,India,Sydney,Test,Williamson,Shami,-9,47,11,2,56,-19.15,1,,,Caught,All-Rounder,,,
23461,2,Afghanistan,Australia,Mumbai,Test,Root,Shami,44,16,4,5,46,275,3,,,Hit Wicket,Batsman,,,
42173,1,Sri Lanka,South Africa,Chennai,Test,Rohit,Starc,57,120,11,1,50,47.5,3,,,Not Out,Bowler,,,
41537,1,Pakistan,Sri Lanka,Kolkata,T20,Williamson,Bumrah,157,9,21,7,126,1744.44,5,,,Caught,Bowler,,,
53892,1,India,West Indies,Auckland,Test,Root,Rashid,86,113,21,12,156,76.11,4,,,Hit Wicket,Batsman,2020-01-01,2020-01,2020
64798,2,Afghanistan,India,Chennai,T20,Williamson,Shami,125,35,13,4,76,357.14,5,5.912401873,11.16,Stumped,,2021-05-10,2021-05,2021
13459,2,New Zealand,Bangladesh,Auckland,T20,Russell,Shami,4,133,6,6,60,3.01,3,,,Hit Wicket,,,,
73319,2,New Zealand,India,Melbourne,T20,Faf,Starc,50,69,19,7,118,72.46,6,5.912401873,16.74,Run Out,,,,
34092,1,New Zealand,West Indies,Delhi,Test,Russell,Southee,124,24,18,2,84,516.67,-1,,,Stumped,,2020-01-01,2020-01,2020
46879,2,Pakistan,Afghanistan,,ODI,Williamson,Rashid,114,56,18,9,126,203.57,4,,,Stumped,All-Rounder,2020-01-01,2020-01,2020
14608,2,West Indies,Australia,Melbourne,ODI,Rohit,Bumrah,98,15,3,0,12,653.33,5,5.912401873,2.37,Bowled,,2021-05-10,2021-05,2021
30833,1,South Africa,England,Delhi,T20,Rohit,Woakes,141,51,16,9,118,276.47,3,,,Stumped,Batsman,,,
48351,2,India,Afghanistan,Sydney,T20,Faf,Bumrah,9,77,12,7,90,11.69,1,,,Unknown,Bowler,,,
62191,1,Pakistan,Pakistan,Kolkata,ODI,Warner,Afridi,44,66,9,2,48,66.67,4,5.912401873,12.52,Caught,Batsman,,,
88951,1,Afghanistan,England,,ODI,Nabi,Rabada,-6,42,14,7,98,-14.29,3,,,LBW,,,,
92062,2,England,Australia,Johannesburg,T20,Faf,Malinga,-4,52,0,8,48,-7.69,0,,,Stumped,Bowler,,,
60128,1,Bangladesh,South Africa,Chennai,Test,Warner,Bumrah,119,22,6,6,60,540.91,6,,,Hit Wicket,All-Rounder,2021-05-10,2021-05,2021
26720,1,New Zealand,Australia,Auckland,ODI,Nabi,Shami,66,108,1,4,28,61.11,2,5.912401873,11.84,Not Out,All-Rounder,2021-05-10,2021-05,2021
36402,2,Afghanistan,Australia,Sydney,T20,Williamson,Joseph,10,113,21,11,150,8.85,0,,,Unknown,All-Rounder,,,
63940,1,Afghanistan,Bangladesh,Johannesburg,ODI,Russell,Joseph,-8,64,5,4,44,-12.5,6,5.912401873,14.88,Hit Wicket,,2020-01-01,2020-01,2020
16044,1,Sri Lanka,Australia,Mumbai,Test,Smith,Rabada,170,142,2,9,62,119.72,-1,,,Caught,,2020-01-01,2020-01,2020
82907,1,Afghanistan,Bangladesh,Melbourne,Test,Root,Rabada,131,60,20,1,86,218.33,5,,,Stumped,Bowler,2021-05-10,2021-05,2021
47926,2,Australia,Bangladesh,Kolkata,ODI,Kohli,Afridi,114,76,21,12,156,150,-1,,,Run Out,Bowler,2020-01-01,2020-01,2020
11536,1,India,India,Delhi,ODI,Warner,Rabada,42,1,13,7,94,4200,3,5.912401873,16.41,Unknown,,2021-05-10,2021-05,2021
84288,2,Australia,South Africa,Delhi,Test,Smith,Starc,69,84,14,3,74,82.14,-1,,,Caught,All-Rounder,,,
68700,1,New Zealand,West Indies,Mumbai,Test,Kohli,Starc,52,88,10,1,46,59.09,1,,,Stumped,Bowler,,,
91706,1,South Africa,Bangladesh,Chennai,T20,Warner,Malinga,171,132,12,4,72,129.55,1,,,Run Out,Bowler,,,
43111,1,Bangladesh,Afghanistan,Kolkata,ODI,Warner,Bumrah,61,26,5,1,26,234.62,4,,,Bowled,Batsman,,,
